00:00:00:00:00:00	Officially Xerox
00:D0:25:00:00:00	XROSSTECH, INC.
00:D0:26:00:00:00	HIRSCHMANN AUSTRIA GMBH
00:D0:27:00:00:00	APPLIED AUTOMATION, INC.
00:D0:28:00:00:00	Harmonic, Inc
00:D0:29:00:00:00	WAKEFERN FOOD CORPORATION
00:D0:2A:00:00:00	Voxent Systems Ltd.
00:D0:2B:00:00:00	JETCELL, INC.
00:D0:2C:00:00:00	CAMPBELL SCIENTIFIC, INC.
00:D0:2D:00:00:00	Ademco
00:D0:2E:00:00:00	COMMUNICATION AUTOMATION CORP.
00:D0:2F:00:00:00	VLSI TECHNOLOGY INC.
00:D0:30:00:00:00	Safetran Systems Corp
00:D0:31:00:00:00	INDUSTRIAL LOGIC CORPORATION
00:D0:32:00:00:00	YANO ELECTRIC CO., LTD.
00:D0:33:00:00:00	DALIAN DAXIAN NETWORK
00:D0:34:00:00:00	ORMEC SYSTEMS CORP.
00:D0:35:00:00:00	BEHAVIOR TECH. COMPUTER CORP.
00:D0:36:00:00:00	TECHNOLOGY ATLANTA CORP.
00:D0:37:00:00:00	ARRIS Group, Inc.
00:D0:38:00:00:00	FIVEMERE, LTD.
00:D0:39:00:00:00	UTILICOM, INC.
00:D0:3A:00:00:00	ZONEWORX, INC.
00:D0:3B:00:00:00	VISION PRODUCTS PTY. LTD.
00:D0:3C:00:00:00	Vieo, Inc.
00:D0:3D:00:00:00	GALILEO TECHNOLOGY, LTD.
00:D0:3E:00:00:00	ROCKETCHIPS, INC.
00:D0:3F:00:00:00	AMERICAN COMMUNICATION
00:D0:40:00:00:00	SYSMATE CO., LTD.
00:D0:41:00:00:00	AMIGO TECHNOLOGY CO., LTD.
00:D0:42:00:00:00	MAHLO GMBH & CO. UG
00:D0:43:00:00:00	ZONAL RETAIL DATA SYSTEMS
00:D0:44:00:00:00	ALIDIAN NETWORKS, INC.
00:D0:45:00:00:00	KVASER AB
00:D0:46:00:00:00	DOLBY LABORATORIES, INC.
00:D0:47:00:00:00	XN TECHNOLOGIES
00:D0:48:00:00:00	ECTON, INC.
00:D0:49:00:00:00	IMPRESSTEK CO., LTD.
00:D0:4A:00:00:00	PRESENCE TECHNOLOGY GMBH
00:D0:4B:00:00:00	LA CIE GROUP S.A.
00:D0:4C:00:00:00	EUROTEL TELECOM LTD.
00:D0:4D:00:00:00	DIV OF RESEARCH & STATISTICS
00:D0:4E:00:00:00	Logibag
00:D0:4F:00:00:00	BITRONICS, INC.
00:D0:50:00:00:00	Iskratel
00:D0:51:00:00:00	O2 MICRO, INC.
00:D0:52:00:00:00	ASCEND COMMUNICATIONS, INC.
00:D0:53:00:00:00	CONNECTED SYSTEMS
00:D0:54:00:00:00	SAS INSTITUTE INC.
00:D0:55:00:00:00	KATHREIN-WERKE KG
00:D0:56:00:00:00	SOMAT CORPORATION
00:D0:57:00:00:00	ULTRAK, INC.
00:D0:58:00:00:00	Cisco Systems, Inc
00:D0:59:00:00:00	AMBIT MICROSYSTEMS CORP.
00:D0:5A:00:00:00	SYMBIONICS, LTD.
00:D0:5B:00:00:00	ACROLOOP MOTION CONTROL
00:D0:5C:00:00:00	KATHREIN TechnoTrend GmbH
00:D0:5D:00:00:00	INTELLIWORXX, INC.
00:D0:5E:00:00:00	STRATABEAM TECHNOLOGY, INC.
00:D0:5F:00:00:00	VALCOM, INC.
00:D0:60:00:00:00	Panasonic Europe Ltd.
00:D0:61:00:00:00	TREMON ENTERPRISES CO., LTD.
00:D0:62:00:00:00	Digigram
00:D0:63:00:00:00	Cisco Systems, Inc
00:D0:64:00:00:00	Multitel
00:D0:65:00:00:00	TOKO ELECTRIC
00:D0:66:00:00:00	WINTRISS ENGINEERING CORP.
00:D0:67:00:00:00	CAMPIO COMMUNICATIONS
00:D0:68:00:00:00	IWILL CORPORATION
00:D0:69:00:00:00	TECHNOLOGIC SYSTEMS
00:D0:6A:00:00:00	LINKUP SYSTEMS CORPORATION
00:D0:6B:00:00:00	SR TELECOM INC.
00:D0:6C:00:00:00	SHAREWAVE, INC.
00:D0:6D:00:00:00	ACRISON, INC.
00:D0:6E:00:00:00	TRENDVIEW RECORDERS LTD.
00:D0:6F:00:00:00	KMC CONTROLS
00:D0:70:00:00:00	LONG WELL ELECTRONICS CORP.
00:D0:71:00:00:00	ECHELON CORP.
00:D0:72:00:00:00	BROADLOGIC
00:D0:73:00:00:00	ACN ADVANCED COMMUNICATIONS
00:D0:74:00:00:00	TAQUA SYSTEMS, INC.
00:D0:75:00:00:00	ALARIS MEDICAL SYSTEMS, INC.
00:D0:76:00:00:00	Bank of America
00:D0:77:00:00:00	LUCENT TECHNOLOGIES
00:D0:78:00:00:00	Eltex of Sweden AB
00:D0:79:00:00:00	Cisco Systems, Inc
00:D0:7A:00:00:00	AMAQUEST COMPUTER CORP.
00:D0:7B:00:00:00	COMCAM INTERNATIONAL INC
00:D0:7C:00:00:00	KOYO ELECTRONICS INC. CO.,LTD.
00:D0:7D:00:00:00	COSINE COMMUNICATIONS
00:D0:7E:00:00:00	KEYCORP LTD.
00:D0:7F:00:00:00	STRATEGY & TECHNOLOGY, LIMITED
00:D0:80:00:00:00	EXABYTE CORPORATION
00:D0:81:00:00:00	RTD Embedded Technologies, Inc.
00:D0:82:00:00:00	IOWAVE INC.
00:D0:83:00:00:00	INVERTEX, INC.
00:D0:84:00:00:00	NEXCOMM SYSTEMS, INC.
00:D0:85:00:00:00	OTIS ELEVATOR COMPANY
00:D0:86:00:00:00	FOVEON, INC.
00:D0:87:00:00:00	MICROFIRST INC.
00:D0:88:00:00:00	ARRIS Group, Inc.
00:D0:89:00:00:00	DYNACOLOR, INC.
00:D0:8A:00:00:00	PHOTRON USA
00:D0:8B:00:00:00	ADVA Optical Networking Ltd.
00:D0:8C:00:00:00	GENOA TECHNOLOGY, INC.
00:D0:8D:00:00:00	PHOENIX GROUP, INC.
00:D0:8E:00:00:00	Grass Valley, A Belden Brand
00:D0:8F:00:00:00	ARDENT TECHNOLOGIES, INC.
00:D0:90:00:00:00	Cisco Systems, Inc
00:D0:91:00:00:00	SMARTSAN SYSTEMS, INC.
00:D0:92:00:00:00	GLENAYRE WESTERN MULTIPLEX
00:D0:93:00:00:00	TQ - COMPONENTS GMBH
00:D0:94:00:00:00	Seeion Control LLC
00:D0:95:00:00:00	Alcatel-Lucent Enterprise
00:D0:96:00:00:00	3COM EUROPE LTD.
00:D0:97:00:00:00	Cisco Systems, Inc
00:D0:98:00:00:00	Photon Dynamics Canada Inc.
00:D0:99:00:00:00	Elcard Wireless Systems Oy
00:D0:9A:00:00:00	FILANET CORPORATION
00:D0:9B:00:00:00	SPECTEL LTD.
00:D0:9C:00:00:00	KAPADIA COMMUNICATIONS
00:D0:9D:00:00:00	VERIS INDUSTRIES
00:D0:9E:00:00:00	2Wire Inc
00:D0:9F:00:00:00	NOVTEK TEST SYSTEMS
00:D0:A0:00:00:00	MIPS DENMARK
00:D0:A1:00:00:00	OSKAR VIERLING GMBH + CO. KG
00:D0:A2:00:00:00	INTEGRATED DEVICE
00:D0:A3:00:00:00	VOCAL DATA, INC.
00:D0:A4:00:00:00	ALANTRO COMMUNICATIONS
00:D0:A5:00:00:00	AMERICAN ARIUM
00:D0:A6:00:00:00	LANBIRD TECHNOLOGY CO., LTD.
00:D0:A7:00:00:00	TOKYO SOKKI KENKYUJO CO., LTD.
00:D0:A8:00:00:00	NETWORK ENGINES, INC.
00:D0:A9:00:00:00	SHINANO KENSHI CO., LTD.
00:D0:AA:00:00:00	CHASE COMMUNICATIONS
00:D0:AB:00:00:00	DELTAKABEL TELECOM CV
00:D0:AC:00:00:00	Commscope, Inc
00:D0:AD:00:00:00	TL INDUSTRIES
00:D0:AE:00:00:00	ORESIS COMMUNICATIONS, INC.
00:D0:AF:00:00:00	CUTLER-HAMMER, INC.
00:D0:B0:00:00:00	BITSWITCH LTD.
00:D0:B1:00:00:00	OMEGA ELECTRONICS SA
00:D0:B2:00:00:00	Xiotech Corporation
00:D0:B3:00:00:00	DRS Technologies Canada Ltd
00:D0:B4:00:00:00	KATSUJIMA CO., LTD.
00:D0:B5:00:00:00	IPricot formerly DotCom
00:D0:B6:00:00:00	CRESCENT NETWORKS, INC.
00:D0:B7:00:00:00	Intel Corporation
00:D0:B8:00:00:00	Iomega Corporation
00:D0:B9:00:00:00	MICROTEK INTERNATIONAL, INC.
00:D0:BA:00:00:00	Cisco Systems, Inc
00:D0:BB:00:00:00	Cisco Systems, Inc
00:D0:BC:00:00:00	Cisco Systems, Inc
00:D0:BD:00:00:00	Lattice Semiconductor Corp. (LPA)
00:D0:BE:00:00:00	EMUTEC INC.
00:D0:BF:00:00:00	PIVOTAL TECHNOLOGIES
00:D0:C0:00:00:00	Cisco Systems, Inc
00:D0:C1:00:00:00	HARMONIC DATA SYSTEMS, LTD.
00:D0:C2:00:00:00	BALTHAZAR TECHNOLOGY AB
00:D0:C3:00:00:00	VIVID TECHNOLOGY PTE, LTD.
00:D0:C4:00:00:00	TERATECH CORPORATION
00:D0:C5:00:00:00	COMPUTATIONAL SYSTEMS, INC.
00:D0:C6:00:00:00	THOMAS & BETTS CORP.
00:D0:C7:00:00:00	PATHWAY, INC.
00:D0:C8:00:00:00	Prevas A/S
00:D0:C9:00:00:00	ADVANTECH CO., LTD.
00:D0:CA:00:00:00	Intrinsyc Software International Inc.
00:D0:CB:00:00:00	DASAN CO., LTD.
00:D0:CC:00:00:00	TECHNOLOGIES LYRE INC.
00:D0:CD:00:00:00	ATAN TECHNOLOGY INC.
00:D0:CE:00:00:00	ASYST ELECTRONIC
00:D0:CF:00:00:00	MORETON BAY
00:D0:D0:00:00:00	ZHONGXING TELECOM LTD.
00:D0:D1:00:00:00	Sycamore Networks
00:D0:D2:00:00:00	EPILOG CORPORATION
00:D0:D3:00:00:00	Cisco Systems, Inc
00:D0:D4:00:00:00	V-BITS, INC.
00:D0:D5:00:00:00	GRUNDIG AG
00:D0:D6:00:00:00	AETHRA TELECOMUNICAZIONI
00:D0:D7:00:00:00	B2C2, INC.
00:D0:D8:00:00:00	3Com Corporation
00:D0:D9:00:00:00	DEDICATED MICROCOMPUTERS
00:D0:DA:00:00:00	TAICOM DATA SYSTEMS CO., LTD.
00:D0:DB:00:00:00	MCQUAY INTERNATIONAL
00:D0:DC:00:00:00	MODULAR MINING SYSTEMS, INC.
00:D0:DD:00:00:00	SUNRISE TELECOM, INC.
00:D0:DE:00:00:00	PHILIPS MULTIMEDIA NETWORK
00:D0:DF:00:00:00	KUZUMI ELECTRONICS, INC.
00:D0:E0:00:00:00	DOOIN ELECTRONICS CO.
00:D0:E1:00:00:00	AVIONITEK ISRAEL INC.
00:D0:E2:00:00:00	MRT MICRO, INC.
00:D0:E3:00:00:00	ELE-CHEM ENGINEERING CO., LTD.
00:D0:E4:00:00:00	Cisco Systems, Inc
00:D0:E5:00:00:00	SOLIDUM SYSTEMS CORP.
00:D0:E6:00:00:00	IBOND INC.
00:D0:E7:00:00:00	VCON TELECOMMUNICATION LTD.
00:D0:E8:00:00:00	MAC SYSTEM CO., LTD.
00:D0:E9:00:00:00	Advantage Century Telecommunication Corp.
00:D0:EA:00:00:00	NEXTONE COMMUNICATIONS, INC.
00:D0:EB:00:00:00	LIGHTERA NETWORKS, INC.
00:D0:EC:00:00:00	NAKAYO Inc
00:D0:ED:00:00:00	Xiox
00:D0:EE:00:00:00	DICTAPHONE CORPORATION
00:D0:EF:00:00:00	Igt
00:D0:F0:00:00:00	CONVISION TECHNOLOGY GMBH
00:D0:F1:00:00:00	SEGA ENTERPRISES, LTD.
00:D0:F2:00:00:00	MONTEREY NETWORKS
00:D0:F3:00:00:00	SOLARI DI UDINE SPA
00:D0:F4:00:00:00	CARINTHIAN TECH INSTITUTE
00:D0:F5:00:00:00	ORANGE MICRO, INC.
00:D0:F6:00:00:00	Nokia
00:D0:F7:00:00:00	NEXT NETS CORPORATION
00:D0:F8:00:00:00	FUJIAN STAR TERMINAL
00:D0:F9:00:00:00	ACUTE COMMUNICATIONS CORP.
00:D0:FA:00:00:00	Thales e-Security Ltd.
00:D0:FB:00:00:00	TEK MICROSYSTEMS, INCORPORATED
00:D0:FC:00:00:00	GRANITE MICROSYSTEMS
00:D0:FD:00:00:00	OPTIMA TELE.COM, INC.
00:D0:FE:00:00:00	ASTRAL POINT
00:D0:FF:00:00:00	Cisco Systems, Inc
00:D1:1C:00:00:00	Acetel
00:D3:18:00:00:00	SPG Controls
00:D3:8D:00:00:00	Hotel Technology Next Generation
00:D6:32:00:00:00	GE Energy
00:D7:8F:00:00:00	Cisco Systems, Inc
00:D9:D1:00:00:00	Sony Interactive Entertainment Inc.
00:DA:55:00:00:00	Cisco Systems, Inc
00:DB:1E:00:00:00	Albedo Telecom SL
00:DB:45:00:00:00	THAMWAY CO.,LTD.
00:DB:DF:00:00:00	Intel Corporate
00:DD:00:00:00:00	1 IBM RT
00:DD:01:00:00:00	Ungermann-Bass
00:DD:02:00:00:00	UNGERMANN-BASS INC.
00:DD:03:00:00:00	UNGERMANN-BASS INC.
00:DD:04:00:00:00	UNGERMANN-BASS INC.
00:DD:05:00:00:00	UNGERMANN-BASS INC.
00:DD:06:00:00:00	UNGERMANN-BASS INC.
00:DD:07:00:00:00	UNGERMANN-BASS INC.
00:DD:08:00:00:00	Ungermann-Bass
00:DD:09:00:00:00	UNGERMANN-BASS INC.
00:DD:0A:00:00:00	UNGERMANN-BASS INC.
00:DD:0B:00:00:00	UNGERMANN-BASS INC.
00:DD:0C:00:00:00	UNGERMANN-BASS INC.
00:DD:0D:00:00:00	UNGERMANN-BASS INC.
00:DD:0E:00:00:00	UNGERMANN-BASS INC.
00:DD:0F:00:00:00	UNGERMANN-BASS INC.
00:DE:FB:00:00:00	Cisco Systems, Inc
00:E0:00:00:00:00	FUJITSU LIMITED
00:E0:01:00:00:00	STRAND LIGHTING LIMITED
00:E0:02:00:00:00	CROSSROADS SYSTEMS, INC.
00:E0:03:00:00:00	NOKIA WIRELESS BUSINESS COMMUN
00:E0:04:00:00:00	PMC-SIERRA, INC.
00:E0:05:00:00:00	TECHNICAL CORP.
00:E0:06:00:00:00	SILICON INTEGRATED SYS. CORP.
00:E0:07:00:00:00	Avaya ECS Ltd
00:E0:08:00:00:00	AMAZING CONTROLS! INC.
00:E0:09:00:00:00	MARATHON TECHNOLOGIES CORP.
00:E0:0A:00:00:00	DIBA, INC.
00:E0:0B:00:00:00	ROOFTOP COMMUNICATIONS CORP.
00:E0:0C:00:00:00	Motorola
00:E0:0D:00:00:00	RADIANT SYSTEMS
00:E0:0E:00:00:00	AVALON IMAGING SYSTEMS, INC.
00:E0:0F:00:00:00	Shanghai Baud Data Communication Co.,Ltd.
00:E0:10:00:00:00	HESS SB-AUTOMATENBAU GmbH
00:E0:11:00:00:00	Uniden Corporation
00:E0:12:00:00:00	PLUTO TECHNOLOGIES INTERNATIONAL INC.
00:E0:13:00:00:00	EASTERN ELECTRONIC CO., LTD.
00:E0:14:00:00:00	Cisco
00:E0:15:00:00:00	HEIWA CORPORATION
00:E0:16:00:00:00	rapid-city (now a part of bay networks)
00:E0:17:00:00:00	EXXACT GmbH
00:E0:18:00:00:00	Asustek  Intel 82558-based Integrated Fast Ethernet for WIM
00:E0:19:00:00:00	ING. GIORDANO ELETTRONICA
00:E0:1A:00:00:00	COMTEC SYSTEMS. CO., LTD.
00:E0:1B:00:00:00	SPHERE COMMUNICATIONS, INC.
00:E0:1C:00:00:00	Cradlepoint, Inc
00:E0:1D:00:00:00	WebTV NETWORKS, INC.
00:E0:1E:00:00:00	Cisco
00:E0:1F:00:00:00	AVIDIA Systems, Inc.
00:E0:20:00:00:00	TECNOMEN OY
00:E0:21:00:00:00	FREEGATE CORP.
00:E0:22:00:00:00	Analog Devices, Inc.
00:E0:23:00:00:00	Telrad
00:E0:24:00:00:00	GADZOOX NETWORKS
00:E0:25:00:00:00	dit Co., Ltd.
00:E0:26:00:00:00	Redlake MASD LLC
00:E0:27:00:00:00	DUX, INC.
00:E0:28:00:00:00	APTIX CORPORATION
00:E0:29:00:00:00	SMC EtherPower II 10/100
00:E0:2A:00:00:00	TANDBERG TELEVISION AS
00:E0:2B:00:00:00	Extreme Networks
00:E0:2C:00:00:00	AST - built into 5166M PC motherboard (win95 id's as Intel)
00:E0:2D:00:00:00	InnoMediaLogic, Inc.
00:E0:2E:00:00:00	SPC ELECTRONICS CORPORATION
00:E0:2F:00:00:00	MCNS HOLDINGS, L.P.
00:E0:30:00:00:00	MELITA INTERNATIONAL CORP.
00:E0:31:00:00:00	HAGIWARA ELECTRIC CO., LTD.
00:E0:32:00:00:00	MISYS FINANCIAL SYSTEMS, LTD.
00:E0:33:00:00:00	E.E.P.D. GmbH
00:E0:34:00:00:00	Cisco
00:E0:35:00:00:00	Artesyn Embedded Technologies
00:E0:36:00:00:00	PIONEER CORPORATION
00:E0:37:00:00:00	CENTURY CORPORATION
00:E0:38:00:00:00	PROXIMA CORPORATION
00:E0:39:00:00:00	Paradyne 7112 T1 DSU/CSU
00:E0:3A:00:00:00	Cabletron Systems, Inc.
00:E0:3B:00:00:00	PROMINET CORPORATION
00:E0:3C:00:00:00	Advansys
00:E0:3D:00:00:00	FOCON ELECTRONIC SYSTEMS A/S
00:E0:3E:00:00:00	ALFATECH, INC.
00:E0:3F:00:00:00	JATON CORPORATION
00:E0:40:00:00:00	DeskStation Technology, Inc.
00:E0:41:00:00:00	Cspi
00:E0:42:00:00:00	Pacom Systems Ltd.
00:E0:43:00:00:00	Vitalcom
00:E0:44:00:00:00	LSICS CORPORATION
00:E0:45:00:00:00	TOUCHWAVE, INC.
00:E0:46:00:00:00	BENTLY NEVADA CORP.
00:E0:47:00:00:00	InFocus Corporation
00:E0:48:00:00:00	SDL COMMUNICATIONS, INC.
00:E0:49:00:00:00	MICROWI ELECTRONIC GmbH
00:E0:4A:00:00:00	ZX Technologies, Inc
00:E0:4B:00:00:00	JUMP INDUSTRIELLE COMPUTERTECHNIK GmbH
00:E0:4C:00:00:00	REALTEK SEMICONDUCTOR CORP.
00:E0:4D:00:00:00	INTERNET INITIATIVE JAPAN, INC
00:E0:4E:00:00:00	SANYO DENKI CO., LTD.
00:E0:4F:00:00:00	Cisco
00:E0:50:00:00:00	EXECUTONE INFORMATION SYSTEMS, INC.
00:E0:51:00:00:00	TALX CORPORATION
00:E0:52:00:00:00	Brocade Communications Systems, Inc.
00:E0:53:00:00:00	CELLPORT LABS, INC.
00:E0:54:00:00:00	KODAI HITEC CO., LTD.
00:E0:55:00:00:00	INGENIERIA ELECTRONICA COMERCIAL INELCOM S.A.
00:E0:56:00:00:00	HOLONTECH CORPORATION
00:E0:57:00:00:00	HAN MICROTELECOM. CO., LTD.
00:E0:58:00:00:00	PHASE ONE DENMARK A/S
00:E0:59:00:00:00	CONTROLLED ENVIRONMENTS, LTD.
00:E0:5A:00:00:00	GALEA NETWORK SECURITY
00:E0:5B:00:00:00	WEST END SYSTEMS CORP.
00:E0:5C:00:00:00	Panasonic Healthcare Co., Ltd.
00:E0:5D:00:00:00	UNITEC CO., LTD.
00:E0:5E:00:00:00	JAPAN AVIATION ELECTRONICS INDUSTRY, LTD.
00:E0:5F:00:00:00	e-Net, Inc.
00:E0:60:00:00:00	Sherwood
00:E0:61:00:00:00	EdgePoint Networks, Inc.
00:E0:62:00:00:00	HOST ENGINEERING
00:E0:63:00:00:00	Cabletron Systems, Inc.
00:E0:64:00:00:00	SAMSUNG ELECTRONICS
00:E0:65:00:00:00	OPTICAL ACCESS INTERNATIONAL
00:E0:66:00:00:00	ProMax Systems, Inc.
00:E0:67:00:00:00	eac AUTOMATION-CONSULTING GmbH
00:E0:68:00:00:00	MERRIMAC SYSTEMS INC.
00:E0:69:00:00:00	Jaycor
00:E0:6A:00:00:00	KAPSCH AG
00:E0:6B:00:00:00	W&G SPECIAL PRODUCTS
00:E0:6C:00:00:00	Ultra Electronics Command & Control Systems
00:E0:6D:00:00:00	COMPUWARE CORPORATION
00:E0:6E:00:00:00	FAR SYSTEMS S.p.A.
00:E0:6F:00:00:00	ARRIS Group, Inc.
00:E0:70:00:00:00	DH TECHNOLOGY
00:E0:71:00:00:00	EPIS MICROCOMPUTER
00:E0:72:00:00:00	Lynk
00:E0:73:00:00:00	NATIONAL AMUSEMENT NETWORK, INC.
00:E0:74:00:00:00	TIERNAN COMMUNICATIONS, INC.
00:E0:75:00:00:00	Verilink Corporation
00:E0:76:00:00:00	DEVELOPMENT CONCEPTS, INC.
00:E0:77:00:00:00	WEBGEAR, INC.
00:E0:78:00:00:00	BERKELEY NETWORKS
00:E0:79:00:00:00	A.T.N.R.
00:E0:7A:00:00:00	MIKRODIDAKT AB
00:E0:7B:00:00:00	BAY NETWORKS
00:E0:7C:00:00:00	METTLER-TOLEDO, INC.
00:E0:7D:00:00:00	Encore (Netronix?)  10/100 PCI Fast ethernet card
00:E0:7E:00:00:00	WALT DISNEY IMAGINEERING
00:E0:7F:00:00:00	LOGISTISTEM s.r.l.
00:E0:80:00:00:00	CONTROL RESOURCES CORPORATION
00:E0:81:00:00:00	Tyan Computer Corp.  Onboard Intel 82558 10/100
00:E0:82:00:00:00	Anerma
00:E0:83:00:00:00	Jato Technologies, Inc.
00:E0:84:00:00:00	COMPULITE R&D
00:E0:85:00:00:00	GLOBAL MAINTECH, INC.
00:E0:86:00:00:00	Emerson Network Power, Avocent Division
00:E0:87:00:00:00	LeCroy - Networking Productions Division
00:E0:88:00:00:00	LTX-Credence CORPORATION
00:E0:89:00:00:00	ION Networks, Inc.
00:E0:8A:00:00:00	GEC AVERY, LTD.
00:E0:8B:00:00:00	QLogic Corporation
00:E0:8C:00:00:00	NEOPARADIGM LABS, INC.
00:E0:8D:00:00:00	PRESSURE SYSTEMS, INC.
00:E0:8E:00:00:00	UTSTARCOM
00:E0:8F:00:00:00	1 Catalyst 2900 series
00:E0:90:00:00:00	BECKMAN LAB. AUTOMATION DIV.
00:E0:91:00:00:00	LG Electronics
00:E0:92:00:00:00	ADMTEK INCORPORATED
00:E0:93:00:00:00	ACKFIN NETWORKS
00:E0:94:00:00:00	OSAI SRL
00:E0:95:00:00:00	ADVANCED-VISION TECHNOLGIES CORP.
00:E0:96:00:00:00	SHIMADZU CORPORATION
00:E0:97:00:00:00	CARRIER ACCESS CORPORATION
00:E0:98:00:00:00	Trend
00:E0:99:00:00:00	SAMSON AG
00:E0:9A:00:00:00	Positron Inc.
00:E0:9B:00:00:00	ENGAGE NETWORKS, INC.
00:E0:9C:00:00:00	Mii
00:E0:9D:00:00:00	SARNOFF CORPORATION
00:E0:9E:00:00:00	Quantum Corporation
00:E0:9F:00:00:00	PIXEL VISION
00:E0:A0:00:00:00	WILTRON CO.
00:E0:A1:00:00:00	HIMA PAUL HILDEBRANDT GmbH Co. KG
00:E0:A2:00:00:00	MICROSLATE INC.
00:E0:A3:00:00:00	1 Catalyst 1924
00:E0:A4:00:00:00	ESAOTE S.p.A.
00:E0:A5:00:00:00	ComCore Semiconductor, Inc.
00:E0:A6:00:00:00	TELOGY NETWORKS, INC.
00:E0:A7:00:00:00	IPC INFORMATION SYSTEMS, INC.
00:E0:A8:00:00:00	SAT GmbH & Co.
00:E0:A9:00:00:00	FUNAI ELECTRIC CO., LTD.
00:E0:AA:00:00:00	ELECTROSONIC LTD.
00:E0:AB:00:00:00	DIMAT S.A.
00:E0:AC:00:00:00	MIDSCO, INC.
00:E0:AD:00:00:00	EES TECHNOLOGY, LTD.
00:E0:AE:00:00:00	XAQTI CORPORATION
00:E0:AF:00:00:00	GENERAL DYNAMICS INFORMATION SYSTEMS
00:E0:B0:00:00:00	1 Various systems reported
00:E0:B1:00:00:00	Alcatel-Lucent Enterprise
00:E0:B2:00:00:00	TELMAX COMMUNICATIONS CORP.
00:E0:B3:00:00:00	EtherWAN Systems, Inc.
00:E0:B4:00:00:00	TECHNO SCOPE CO., LTD.
00:E0:B5:00:00:00	ARDENT COMMUNICATIONS CORP.
00:E0:B6:00:00:00	Entrada Networks
00:E0:B7:00:00:00	PI GROUP, LTD.
00:E0:B8:00:00:00	1 in a Gateway 2000
00:E0:B9:00:00:00	BYAS SYSTEMS
00:E0:BA:00:00:00	BERGHOF AUTOMATIONSTECHNIK GmbH
00:E0:BB:00:00:00	NBX CORPORATION
00:E0:BC:00:00:00	SYMON COMMUNICATIONS, INC.
00:E0:BD:00:00:00	INTERFACE SYSTEMS, INC.
00:E0:BE:00:00:00	GENROCO INTERNATIONAL, INC.
00:E0:BF:00:00:00	TORRENT NETWORKING TECHNOLOGIES CORP.
00:E0:C0:00:00:00	SEIWA ELECTRIC MFG. CO., LTD.
00:E0:C1:00:00:00	MEMOREX TELEX JAPAN, LTD.
00:E0:C2:00:00:00	NECSY S.p.A.
00:E0:C3:00:00:00	SAKAI SYSTEM DEVELOPMENT CORP.
00:E0:C4:00:00:00	HORNER ELECTRIC, INC.
00:E0:C5:00:00:00	BCOM Electronics Inc.
00:E0:C6:00:00:00	LINK2IT, L.L.C.
00:E0:C7:00:00:00	EUROTECH SRL
00:E0:C8:00:00:00	VIRTUAL ACCESS, LTD.
00:E0:C9:00:00:00	AutomatedLogic Corporation
00:E0:CA:00:00:00	BEST DATA PRODUCTS
00:E0:CB:00:00:00	RESON, INC.
00:E0:CC:00:00:00	HERO SYSTEMS, LTD.
00:E0:CD:00:00:00	SAAB SENSIS CORPORATION
00:E0:CE:00:00:00	Arn
00:E0:CF:00:00:00	INTEGRATED DEVICE
00:E0:D0:00:00:00	NETSPEED, INC.
00:E0:D1:00:00:00	TELSIS LIMITED
00:E0:D2:00:00:00	VERSANET COMMUNICATIONS, INC.
00:E0:D3:00:00:00	DATENTECHNIK GmbH
00:E0:D4:00:00:00	EXCELLENT COMPUTER
00:E0:D5:00:00:00	Emulex Corporation
00:E0:D6:00:00:00	COMPUTER & COMMUNICATION RESEARCH LAB.
00:E0:D7:00:00:00	SUNSHINE ELECTRONICS, INC.
00:E0:D8:00:00:00	LANBit Computer, Inc.
00:E0:D9:00:00:00	TAZMO CO., LTD.
00:E0:DA:00:00:00	Alcatel-Lucent Enterprise
00:E0:DB:00:00:00	ViaVideo Communications, Inc.
00:E0:DC:00:00:00	NEXWARE CORP.
00:E0:DD:00:00:00	Zenith Electronics Corporation
00:E0:DE:00:00:00	DATAX NV
00:E0:DF:00:00:00	KEYMILE GmbH
00:E0:E0:00:00:00	SI ELECTRONICS, LTD.
00:E0:E1:00:00:00	G2 NETWORKS, INC.
00:E0:E2:00:00:00	INNOVA CORP.
00:E0:E3:00:00:00	SK-ELEKTRONIK GMBH
00:E0:E4:00:00:00	FANUC ROBOTICS NORTH AMERICA, Inc.
00:E0:E5:00:00:00	CINCO NETWORKS, INC.
00:E0:E6:00:00:00	INCAA Computers
00:E0:E7:00:00:00	RAYTHEON E-SYSTEMS, INC.
00:E0:E8:00:00:00	GRETACODER Data Systems AG
00:E0:E9:00:00:00	DATA LABS, INC.
00:E0:EA:00:00:00	INNOVAT COMMUNICATIONS, INC.
00:E0:EB:00:00:00	DIGICOM SYSTEMS, INCORPORATED
00:E0:EC:00:00:00	CELESTICA INC.
00:E0:ED:00:00:00	New Link
00:E0:EE:00:00:00	MAREL HF
00:E0:EF:00:00:00	Dionex
00:E0:F0:00:00:00	ABLER TECHNOLOGY, INC.
00:E0:F1:00:00:00	THAT CORPORATION
00:E0:F2:00:00:00	ARLOTTO COMNET, INC.
00:E0:F3:00:00:00	WebSprint Communications, Inc.
00:E0:F4:00:00:00	INSIDE Technology A/S
00:E0:F5:00:00:00	TELES AG
00:E0:F6:00:00:00	DECISION EUROPE
00:E0:F7:00:00:00	Cisco
00:E0:F8:00:00:00	DICNA CONTROL AB
